S.NO,YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NO OF VOTERS (MARGIN),VOTE %,TOTAL NO OF VOTE CASTED,,,,
2156,1980,Uttar Pradesh,Phulpur,55,Kamla Bahuguna,F,Indian Natioanl Congress (I),N/A,679901,572869,15.7,107032,,,,
2157,1980,Uttar Pradesh,Phulpur,55,B.D. Singh,M,Janta Party (Secular),N/A,679901,534081,21.4,145820,,,,
2158,1980,Uttar Pradesh,Allahabad,56,Radhey Shyam Tiwari,M,Independents,N/A,711146,710808,0,338,,,,
2159,1980,Uttar Pradesh,Allahabad,56,Akhtar Hussain,M,Muslim Majlis,N/A,711146,710787,0.1,359,,,,
2160,1980,Uttar Pradesh,Allahabad,56,Ram Iqbal Sharma,M,Independents,N/A,711146,710710,0.1,436,,,,
2161,1980,Uttar Pradesh,Allahabad,56,Hira Lal,M,Independents,N/A,711146,710651,0.1,495,,,,
2162,1980,Uttar Pradesh,Allahabad,56,Moti Lal Prasad,M,Independents,N/A,711146,710575,0.1,571,,,,
2163,1980,Uttar Pradesh,Allahabad,56,Ram Kumar,M,Independents,N/A,711146,710449,0.1,697,,,,
2164,1980,Uttar Pradesh,Allahabad,56,Surya Deo Srivasrava,M,Independents,N/A,711146,710337,0.1,809,,,,
2165,1980,Uttar Pradesh,Allahabad,56,Jawahar Lal,M,Independents,N/A,711146,709742,0.2,1404,,,,
2166,1980,Uttar Pradesh,Allahabad,56,Anand Mohan,M,Independents,N/A,711146,709419,0.2,1727,,,,
2167,1980,Uttar Pradesh,Allahabad,56,Panna Lal,M,Independents,N/A,711146,708770,0.3,2376,,,,
2168,1980,Uttar Pradesh,Allahabad,56,Ram Jhagar,M,Independents,N/A,711146,707722,0.5,3424,,,,
2169,1980,Uttar Pradesh,Allahabad,56,Mahendra Kumar Sharma Alias Mana Guru,M,Independents,N/A,711146,707083,0.6,4063,,,,
2170,1980,Uttar Pradesh,Allahabad,56,Lalji Shukla,M,Independents,N/A,711146,707008,0.6,4138,,,,
2171,1980,Uttar Pradesh,Allahabad,56,Kripa Shanker Pandey,M,Independents,N/A,711146,706326,0.7,4820,,,,
2172,1980,Uttar Pradesh,Allahabad,56,Jagdish Narayan Shukla,M,Independents,N/A,711146,705504,0.8,5642,,,,
2173,1980,Uttar Pradesh,Allahabad,56,Taj Kumar Bhargava,M,Independents,N/A,711146,704978,0.9,6168,,,,
2174,1980,Uttar Pradesh,Allahabad,56,Devi Dutt Awasthi,M,Independents,N/A,711146,704649,0.9,6497,,,,
2175,1980,Uttar Pradesh,Allahabad,56,Sarju Prasad Pandey,M,Janta Party,N/A,711146,653683,8.1,57463,,,,
2176,1980,Uttar Pradesh,Allahabad,56,Laxmi Bhushna Varshney Urf Lalla,M,Janta Party (Secular),N/A,711146,631109,11.3,80037,,,,
2177,1980,Uttar Pradesh,Allahabad,56,Vishwa Nath Pratap Singh,M,Indian Natioanl Congress (I),N/A,711146,558084,21.5,153062,,,,
2178,1980,Uttar Pradesh,Chail,57,Jawahar Lal,M,Independents,N/A,706177,704149,0.3,2028,,,,
2179,1980,Uttar Pradesh,Chail,57,Mani Lal,M,Independents,N/A,706177,704031,0.3,2146,,,,
2180,1980,Uttar Pradesh,Chail,57,Anand Swaroop,M,Independents,N/A,706177,703738,0.3,2439,,,,
2181,1980,Uttar Pradesh,Chail,57,Shyamlal,M,Independents,N/A,706177,703729,0.3,2448,,,,
2182,1980,Uttar Pradesh,Chail,57,Bhondala,M,Muslim Majlis,N/A,706177,703691,0.4,2486,,,,
2183,1980,Uttar Pradesh,Chail,57,Virendra Kumar,M,Independents,N/A,706177,702849,0.5,3328,,,,
2184,1980,Uttar Pradesh,Chail,57,Nathun Lal,M,Independents,N/A,706177,702563,0.5,3614,,,,
2185,1980,Uttar Pradesh,Chail,57,Ram Chandra,M,Independents,N/A,706177,701670,0.6,4507,,,,
2186,1980,Uttar Pradesh,Chail,57,Sarla Chaudhari,F,Janta Party,N/A,706177,675137,4.4,31040,,,,
2187,1980,Uttar Pradesh,Chail,57,B.L. Shailesh,M,Janta Party (Secular),N/A,706177,628283,11,77894,,,,
2188,1980,Uttar Pradesh,Chail,57,Ram Nihore Rakesh,M,Indian Natioanl Congress (I),N/A,706177,614566,13,91611,,,,
2189,1980,Uttar Pradesh,Fatehpur,58,Mahabir Prasad Tiwari,M,Independents,N/A,692245,691426,0.1,819,,,,
2190,1980,Uttar Pradesh,Fatehpur,58,Rashid Ahmad Alias Munna Khan,M,Independents,N/A,692245,690980,0.2,1265,,,,
2191,1980,Uttar Pradesh,Fatehpur,58,Jaglal,M,Independents,N/A,692245,690791,0.2,1454,,,,
2192,1980,Uttar Pradesh,Fatehpur,58,Mohan,M,Independents,N/A,692245,689660,0.4,2585,,,,
2193,1980,Uttar Pradesh,Fatehpur,58,Satya Narain,M,Independents,N/A,692245,686806,0.8,5439,,,,
2194,1980,Uttar Pradesh,Fatehpur,58,Jai Narain Singh S/O Raghunath Sahai,M,Independents,N/A,692245,685744,0.9,6501,,,,
2195,1980,Uttar Pradesh,Fatehpur,58,Jai Narain,M,Independents,N/A,692245,684274,1.2,7971,,,,
2196,1980,Uttar Pradesh,Fatehpur,58,Jai Narian Singh S/O Raghuraj Singh,M,Janta Party,N/A,692245,628400,9.2,63845,,,,
2197,1980,Uttar Pradesh,Fatehpur,58,Syed Liyaqat Hussain,M,Janta Party (Secular),N/A,692245,604540,12.7,87705,,,,
2198,1980,Uttar Pradesh,Fatehpur,58,Hari Kishan Shastri,M,Indian Natioanl Congress (I),N/A,692245,564394,18.5,127851,,,,
2199,1980,Uttar Pradesh,Banda,59,Sant Saran Garg,M,Independents,N/A,650023,648943,0.2,1080,,,,
2200,1980,Uttar Pradesh,Banda,59,Ramesh Babu,M,Independents,N/A,650023,648778,0.2,1245,,,,
2201,1980,Uttar Pradesh,Banda,59,Munna Alias S.K. Anand,M,Independents,N/A,650023,648499,0.2,1524,,,,
2202,1980,Uttar Pradesh,Banda,59,Motilal,M,Independents,N/A,650023,648169,0.3,1854,,,,
2203,1980,Uttar Pradesh,Banda,59,Lilawati,M,Independents,N/A,650023,647598,0.4,2425,,,,
2204,1980,Uttar Pradesh,Banda,59,Raja Ram,F,Independents,N/A,650023,647149,0.4,2874,,,,
2205,1980,Uttar Pradesh,Banda,59,Subhash Chandra,M,Independents,N/A,650023,646905,0.5,3118,,,,
2206,1980,Uttar Pradesh,Banda,59,Phool Chand,M,Independents,N/A,650023,646800,0.5,3223,,,,
2207,1980,Uttar Pradesh,Banda,59,Vijay Vansh Vir,M,Independents,N/A,650023,646138,0.6,3885,,,,
2208,1980,Uttar Pradesh,Banda,59,Badri Prasad Alias Lalley Guru,M,Bharatiya Socialist Party,N/A,650023,645148,0.7,4875,,,,
2209,1980,Uttar Pradesh,Banda,59,Hira Lal Pandey,M,Independents,N/A,650023,644793,0.8,5230,,,,
2210,1980,Uttar Pradesh,Banda,59,Sangram Singh,M,Independents,N/A,650023,643964,0.9,6059,,,,
2211,1980,Uttar Pradesh,Banda,59,Dharamnath,M,Independents,N/A,650023,642708,1.1,7315,,,,
2212,1980,Uttar Pradesh,Banda,59,Ambika Prasad Pandey,M,Janta Party,N/A,650023,584014,10.2,66009,,,,
2213,1980,Uttar Pradesh,Banda,59,Chandra Bhan Azad,M,Communist Party Of India,N/A,650023,569046,12.5,80977,,,,
2214,1980,Uttar Pradesh,Banda,59,Ram Nath Dubey,M,Indian Natioanl Congress (I),N/A,650023,523992,19.4,126031,,,,
2215,1980,Uttar Pradesh,Hamirpur,60,Rama Shanker Nigam,M,Independents,N/A,622309,621152,0.2,1157,,,,
2216,1980,Uttar Pradesh,Hamirpur,60,Sunder Lal,M,Independents,N/A,622309,620060,0.4,2249,,,,
2217,1980,Uttar Pradesh,Hamirpur,60,Ram Sanehi,M,Independents,N/A,622309,619704,0.4,2605,,,,
2218,1980,Uttar Pradesh,Hamirpur,60,Lakhan Lal Singh,M,Independents,N/A,622309,619118,0.5,3191,,,,
2219,1980,Uttar Pradesh,Hamirpur,60,Shardendu Arjuria,M,Indian National Congress (U),N/A,622309,619098,0.5,3211,,,,
2220,1980,Uttar Pradesh,Hamirpur,60,Tahira Khan,F,Independents,N/A,622309,619086,0.5,3223,,,,
2221,1980,Uttar Pradesh,Hamirpur,60,Kamla Pati,M,Independents,N/A,622309,616671,0.9,5638,,,,
2222,1980,Uttar Pradesh,Hamirpur,60,Vishnu Datt,M,Independents,N/A,622309,616095,1,6214,,,,
2223,1980,Uttar Pradesh,Hamirpur,60,Guru Dass,M,Independents,N/A,622309,615077,1.2,7232,,,,
2224,1980,Uttar Pradesh,Hamirpur,60,Tej Pratap Singh,M,Janta Party,N/A,622309,553290,11.1,69019,,,,
2225,1980,Uttar Pradesh,Hamirpur,60,Shiva Nandan Singh,M,Janta Party (Secular),N/A,622309,544697,12.5,77612,,,,
2226,1980,Uttar Pradesh,Hamirpur,60,Doongar Singh,M,Indian Natioanl Congress (I),N/A,622309,478488,23.1,143821,,,,
2227,1980,Uttar Pradesh,Jhansi,61,Prithvi Singh,M,Independents,N/A,702912,701761,0.2,1151,,,,
2228,1980,Uttar Pradesh,Jhansi,61,Nathu Ram Ahirwar,M,Independents,N/A,702912,701433,0.2,1479,,,,
2229,1980,Uttar Pradesh,Jhansi,61,Kundan Lal,M,Independents,N/A,702912,701421,0.2,1491,,,,
2230,1980,Uttar Pradesh,Jhansi,61,Jagdish Chandra Alias Chunnu Mehra,M,Independents,N/A,702912,701219,0.2,1693,,,,
2231,1980,Uttar Pradesh,Jhansi,61,Gopal Das,M,All India Forward Block,N/A,702912,700673,0.3,2239,,,,
2232,1980,Uttar Pradesh,Jhansi,61,Jagdish Singh,M,Independents,N/A,702912,698177,0.7,4735,,,,
2233,1980,Uttar Pradesh,Jhansi,61,Sulley Ram,M,Independents,N/A,702912,697838,0.7,5074,,,,
2234,1980,Uttar Pradesh,Jhansi,61,Shanker Lal Mehrotra,M,Indian National Congress (U),N/A,702912,697300,0.8,5612,,,,
2235,1980,Uttar Pradesh,Jhansi,61,Devi Das Kushwaha,M,Independents,N/A,702912,697240,0.8,5672,,,,
2236,1980,Uttar Pradesh,Jhansi,61,Harendra Kumar Saxena,M,Revolutionary Socialist Party,N/A,702912,695915,1,6997,,,,
2237,1980,Uttar Pradesh,Jhansi,61,Janki,M,Independents,N/A,702912,695631,1,7281,,,,
2238,1980,Uttar Pradesh,Jhansi,61,Sushila Nayar,F,Janta Party,N/A,702912,635141,9.6,67771,,,,
2239,1980,Uttar Pradesh,Jhansi,61,Ramesh Sinha,M,Communist Party Of India,N/A,702912,620994,11.7,81918,,,,
2240,1980,Uttar Pradesh,Jhansi,61,Vishwa Nath Sharma,M,Indian Natioanl Congress (I),N/A,702912,511240,27.3,191672,,,,
2241,1980,Uttar Pradesh,Jalaun,62,Nathu Dohrey,M,Independents,N/A,672659,670179,0.4,2480,,,,
2242,1980,Uttar Pradesh,Jalaun,62,Ajudhi Dohrey,M,Akhil Bharatiya Ramrajya Parishad,N/A,672659,669025,0.5,3634,,,,
2243,1980,Uttar Pradesh,Jalaun,62,Mewalal Tamolya,M,Independents,N/A,672659,667755,0.7,4904,,,,
2244,1980,Uttar Pradesh,Jalaun,62,Chintoley,M,Independents,N/A,672659,663441,1.4,9218,,,,
2245,1980,Uttar Pradesh,Jalaun,62,Ram Charan,M,Janta Party,N/A,672659,590175,12.3,82484,,,,
2246,1980,Uttar Pradesh,Jalaun,62,Ram Sewak,M,Janta Party (Secular),N/A,672659,541693,19.5,130966,,,,
2247,1980,Uttar Pradesh,Jalaun,62,Nathuram Shakyawar,M,Indian Natioanl Congress (I),N/A,672659,525259,21.9,147400,,,,
2248,1980,Uttar Pradesh,Ghatampur,63,Shiv Nath Balmiki,M,Indian National Congress (U),N/A,685777,683751,0.3,2026,,,,
2249,1980,Uttar Pradesh,Ghatampur,63,Genda Lal,M,Independents,N/A,685777,682702,0.4,3075,,,,
2250,1980,Uttar Pradesh,Ghatampur,63,Gulzari Lal,M,Independents,N/A,685777,681073,0.7,4704,,,,
2251,1980,Uttar Pradesh,Ghatampur,63,Bhagwan Din,M,Republican Party Of India (Khobragade),N/A,685777,680614,0.8,5163,,,,
2252,1980,Uttar Pradesh,Ghatampur,63,Ram Badan,M,Shoshit Samaj Dal (Akhil Bharatiya),N/A,685777,673766,1.8,12011,,,,
2253,1980,Uttar Pradesh,Ghatampur,63,Jwala Prasad Kureel,M,Janta Party,N/A,685777,624985,8.9,60792,,,,
2254,1980,Uttar Pradesh,Ghatampur,63,Dwarika Prasad Sankhwar,M,Indian Natioanl Congress (I),N/A,685777,583826,14.9,101951,,,,
2255,1980,Uttar Pradesh,Ghatampur,63,Ash Karan Sankhwar,M,Janta Party (Secular),N/A,685777,540106,21.2,145671,,,,
2256,1980,Uttar Pradesh,Bilhaur,64,Ran Vijay Singh Gaur,M,Independents,N/A,696895,696010,0.1,885,,,,
2257,1980,Uttar Pradesh,Bilhaur,64,Gulkhan Azad,M,Independents,N/A,696895,695942,0.1,953,,,,
2258,1980,Uttar Pradesh,Bilhaur,64,Brijesh Kumar Katiyar,M,Independents,N/A,696895,695622,0.2,1273,,,,
2259,1980,Uttar Pradesh,Bilhaur,64,Raj Kumar,M,Independents,N/A,696895,695451,0.2,1444,,,,
2260,1980,Uttar Pradesh,Bilhaur,64,Ram Dayal,M,Independents,N/A,696895,694914,0.3,1981,,,,
2261,1980,Uttar Pradesh,Bilhaur,64,Mewa Lal Yadav,M,Indian National Congress (U),N/A,696895,694461,0.3,2434,,,,
2262,1980,Uttar Pradesh,Bilhaur,64,Surendra Kumar,M,Independents,N/A,696895,693816,0.4,3079,,,,
2263,1980,Uttar Pradesh,Bilhaur,64,Akhtar Ali,M,Independents,N/A,696895,693795,0.4,3100,,,,
2264,1980,Uttar Pradesh,Bilhaur,64,Maharaj Singh Bharti,M,Shoshit Samaj Dal (Akhil Bharatiya),N/A,696895,693766,0.4,3129,,,,
2265,1980,Uttar Pradesh,Bilhaur,64,Jagannath,M,Independents,N/A,696895,693278,0.5,3617,,,,
2266,1980,Uttar Pradesh,Bilhaur,64,K.P.Sinha,M,Independents,N/A,696895,690491,0.9,6404,,,,
2267,1980,Uttar Pradesh,Bilhaur,64,Harmohan Singh Yadev,M,Janta Party (Secular),N/A,696895,590036,15.3,106859,,,,
2268,1980,Uttar Pradesh,Bilhaur,64,Raghunath Singh,M,Janta Party,N/A,696895,586882,15.8,110013,,,,
2269,1980,Uttar Pradesh,Bilhaur,64,Ram Narain Tripathi,M,Indian Natioanl Congress (I),N/A,696895,577692,17.1,119203,,,,
2270,1980,Uttar Pradesh,Kanpur,65,Abdul Sattar,M,Independents,N/A,707230,706890,0,340,,,,
2271,1980,Uttar Pradesh,Kanpur,65,Jai Prakash Narain Gautam,M,Independents,N/A,707230,706881,0,349,,,,
2272,1980,Uttar Pradesh,Kanpur,65,Sushila Kshatrani,F,Independents,N/A,707230,706848,0.1,382,,,,
2273,1980,Uttar Pradesh,Kanpur,65,Radhey Shyam Pathak,M,Independents,N/A,707230,706684,0.1,546,,,,
2274,1980,Uttar Pradesh,Kanpur,65,Khan Mohammad,M,Independents,N/A,707230,706670,0.1,560,,,,
2275,1980,Uttar Pradesh,Kanpur,65,Gyan Chand,M,Independents,N/A,707230,706533,0.1,697,,,,
2276,1980,Uttar Pradesh,Kanpur,65,Bansh Raj,M,Independents,N/A,707230,706505,0.1,725,,,,
2277,1980,Uttar Pradesh,Kanpur,65,S.L. Hitkari,M,Republican Party Of India (Khobragade),N/A,707230,706406,0.1,824,,,,
2278,1980,Uttar Pradesh,Kanpur,65,Shyam Lal,M,Independents,N/A,707230,706366,0.1,864,,,,
2279,1980,Uttar Pradesh,Kanpur,65,Shyam Bihari Mishra,M,Independents,N/A,707230,706170,0.1,1060,,,,
2280,1980,Uttar Pradesh,Kanpur,65,Shri Narayan,M,Independents,N/A,707230,706136,0.2,1094,,,,
2281,1980,Uttar Pradesh,Kanpur,65,Ram Saran Dwivedi,M,Independents,N/A,707230,705729,0.2,1501,,,,
2282,1980,Uttar Pradesh,Kanpur,65,Santosh Kumar,M,Independents,N/A,707230,705500,0.2,1730,,,,
2283,1980,Uttar Pradesh,Kanpur,65,Om Prakash,M,Independents,N/A,707230,704845,0.3,2385,,,,
2284,1980,Uttar Pradesh,Kanpur,65,Manohar Lal,M,Janta Party (Secular),N/A,707230,664435,6.1,42795,,,,
2285,1980,Uttar Pradesh,Kanpur,65,Bhagwati Prasad Dixit,M,Independents,N/A,707230,655513,7.3,51717,,,,
2286,1980,Uttar Pradesh,Kanpur,65,Maqbool Husain Kureshi,M,Janta Party,N/A,707230,619181,12.4,88049,,,,
2287,1980,Uttar Pradesh,Kanpur,65,Arif Mohammad Khan,M,Indian Natioanl Congress (I),N/A,707230,544000,23.1,163230,,,,
2288,1980,Uttar Pradesh,Etawah,66,Ram Gopal,M,Independents,N/A,662472,661171,0.2,1301,,,,
2289,1980,Uttar Pradesh,Etawah,66,Raghubar Dayal,M,Independents,N/A,662472,660849,0.2,1623,,,,
2290,1980,Uttar Pradesh,Etawah,66,Ram Dulare,M,Independents,N/A,662472,660786,0.3,1686,,,,
2291,1980,Uttar Pradesh,Etawah,66,Ram Baboo,M,Independents,N/A,662472,660596,0.3,1876,,,,
2292,1980,Uttar Pradesh,Etawah,66,Sachchida Nand Dixit,M,Independents,N/A,662472,656753,0.9,5719,,,,
2293,1980,Uttar Pradesh,Etawah,66,Prem Chandra,M,Independents,N/A,662472,655260,1.1,7212,,,,
2294,1980,Uttar Pradesh,Etawah,66,Sukhda Misra,F,Indian Natioanl Congress (I),N/A,662472,551153,16.8,111319,,,,
2295,1980,Uttar Pradesh,Etawah,66,Arjun Singh,M,Janta Party,N/A,662472,540579,18.4,121893,,,,
2296,1980,Uttar Pradesh,Etawah,66,Ram Singh Shakya,M,Janta Party (Secular),N/A,662472,484504,26.9,177968,,,,
2297,1980,Uttar Pradesh,Kannauj,67,Govind Krishna Sharma,M,Independents,N/A,688500,687091,0.2,1409,,,,
2298,1980,Uttar Pradesh,Kannauj,67,Batehswar Dayal Tiwari,M,Independents,N/A,688500,686001,0.4,2499,,,,
2299,1980,Uttar Pradesh,Kannauj,67,Shyam Singh Yadav,M,Independents,N/A,688500,685510,0.4,2990,,,,
2300,1980,Uttar Pradesh,Kannauj,67,Ram Prakash,M,Independents,N/A,688500,684878,0.5,3622,,,,
2301,1980,Uttar Pradesh,Kannauj,67,Deep Chand,M,Independents,N/A,688500,680405,1.2,8095,,,,
2302,1980,Uttar Pradesh,Kannauj,67,Jaswant,M,Independents,N/A,688500,663620,3.6,24880,,,,
2303,1980,Uttar Pradesh,Kannauj,67,Balram Singh Yadav,M,Indian Natioanl Congress (I),N/A,688500,580658,15.7,107842,,,,
2304,1980,Uttar Pradesh,Kannauj,67,Ram Prakash Tripathi,M,Janta Party,N/A,688500,579736,15.8,108764,,,,
2305,1980,Uttar Pradesh,Kannauj,67,Chhotey Singh Yadav,M,Janta Party (Secular),N/A,688500,540599,21.5,147901,,,,
2306,1980,Uttar Pradesh,Farrukhabad,68,Soney Lal,M,Independents,N/A,724527,724125,0.1,402,,,,
2307,1980,Uttar Pradesh,Farrukhabad,68,Ramashrya Dixit,M,Independents,N/A,724527,723886,0.1,641,,,,
2308,1980,Uttar Pradesh,Farrukhabad,68,Ramautar Alias Yogiraj Ratanand Shastri,M,Independents,N/A,724527,723868,0.1,659,,,,
2309,1980,Uttar Pradesh,Farrukhabad,68,Dev Narain Dixit,M,Independents,N/A,724527,723744,0.1,783,,,,
2310,1980,Uttar Pradesh,Farrukhabad,68,Baba Krishna Chandra,M,Independents,N/A,724527,723514,0.1,1013,,,,
2311,1980,Uttar Pradesh,Farrukhabad,68,Ram Bharosey Lal (Katiyar),M,Independents,N/A,724527,723342,0.2,1185,,,,
2312,1980,Uttar Pradesh,Farrukhabad,68,Shyam Babu Yadav,M,Independents,N/A,724527,723144,0.2,1383,,,,
2313,1980,Uttar Pradesh,Farrukhabad,68,Ram Babu Bajpai,M,Independents,N/A,724527,723017,0.2,1510,,,,
2314,1980,Uttar Pradesh,Farrukhabad,68,Ram Chandra,M,Independents,N/A,724527,722565,0.3,1962,,,,
2315,1980,Uttar Pradesh,Farrukhabad,68,Vidya Sagar,M,Independents,N/A,724527,722038,0.3,2489,,,,
2316,1980,Uttar Pradesh,Farrukhabad,68,Man Singh,M,Independents,N/A,724527,720978,0.5,3549,,,,
2317,1980,Uttar Pradesh,Farrukhabad,68,Kamla Devi Kashyap,F,Independents,N/A,724527,720282,0.6,4245,,,,
2318,1980,Uttar Pradesh,Farrukhabad,68,Damodar Singh,M,Independents,N/A,724527,719686,0.7,4841,,,,
2319,1980,Uttar Pradesh,Farrukhabad,68,Subedar Singh,M,Indian National Congress (U),N/A,724527,689154,4.9,35373,,,,
2320,1980,Uttar Pradesh,Farrukhabad,68,Anwar Mohammad,M,Independents,N/A,724527,659825,8.9,64702,,,,
2321,1980,Uttar Pradesh,Farrukhabad,68,Girish Chandra Katiyar,M,Janta Party (Secular),N/A,724527,656367,9.4,68160,,,,
2322,1980,Uttar Pradesh,Farrukhabad,68,Siya Ram Gangwar,M,Indian Natioanl Congress (I),N/A,724527,653096,9.9,71431,,,,
2323,1980,Uttar Pradesh,Farrukhabad,68,Daya Ram Shakya,M,Janta Party,N/A,724527,646986,10.7,77541,,,,
2324,1980,Uttar Pradesh,Mainpuri,69,Jang Bahadur Singh,M,Independents,N/A,656808,654164,0.4,2644,,,,
2325,1980,Uttar Pradesh,Mainpuri,69,Manik Chandra,M,Independents,N/A,656808,654121,0.4,2687,,,,
2326,1980,Uttar Pradesh,Mainpuri,69,Gauri Shanker Yadav,M,Janta Party,N/A,656808,611994,6.8,44814,,,,
2327,1980,Uttar Pradesh,Mainpuri,69,Maharaj Singh,M,Indian Natioanl Congress (I),N/A,656808,608606,7.3,48202,,,,
2328,1980,Uttar Pradesh,Mainpuri,69,Sheo Baksh Singh Rathore,M,Indian National Congress (U),N/A,656808,572680,12.8,84128,,,,
2329,1980,Uttar Pradesh,Mainpuri,69,Raghunath Singh Verma,M,Janta Party (Secular),N/A,656808,489464,25.5,167344,,,,
2330,1980,Uttar Pradesh,Jalesar,70,Mahesh Chandra Kulsreshtha,M,Independents,N/A,648874,648578,0,296,,,,
2331,1980,Uttar Pradesh,Jalesar,70,Yogendra Singh Yadav,M,Independents,N/A,648874,648484,0.1,390,,,,
2332,1980,Uttar Pradesh,Jalesar,70,Rajendar Singh Shikarwar,M,Independents,N/A,648874,648319,0.1,555,,,,
2333,1980,Uttar Pradesh,Jalesar,70,Dalvir Singh,M,Independents,N/A,648874,648264,0.1,610,,,,
2334,1980,Uttar Pradesh,Jalesar,70,Roshan Lal Singhal,M,All India Forward Block,N/A,648874,647684,0.2,1190,,,,
2335,1980,Uttar Pradesh,Jalesar,70,Chhittar Singh,M,Independents,N/A,648874,647352,0.2,1522,,,,
2336,1980,Uttar Pradesh,Jalesar,70,Baldeo Singh,M,Independents,N/A,648874,647304,0.2,1570,,,,
2337,1980,Uttar Pradesh,Jalesar,70,Nepal Singh,M,Independents,N/A,648874,647068,0.3,1806,,,,
2338,1980,Uttar Pradesh,Jalesar,70,Ram Prasad,M,Independents,N/A,648874,646608,0.3,2266,,,,
2339,1980,Uttar Pradesh,Jalesar,70,Diwan Singh,M,Independents,N/A,648874,646371,0.4,2503,,,,
2340,1980,Uttar Pradesh,Jalesar,70,Sukhwasi,M,Independents,N/A,648874,646354,0.4,2520,,,,
2341,1980,Uttar Pradesh,Jalesar,70,Chetram,M,Independents,N/A,648874,646072,0.4,2802,,,,
2342,1980,Uttar Pradesh,Jalesar,70,Kunwarpal Singh,M,Independents,N/A,648874,646070,0.4,2804,,,,
2343,1980,Uttar Pradesh,Jalesar,70,Khyaliram Kushwah,M,Republican Party Of India (Khobragade),N/A,648874,642115,1,6759,,,,
2344,1980,Uttar Pradesh,Jalesar,70,Sushila Devi,F,Janta Party,N/A,648874,570100,12.1,78774,,,,
2345,1980,Uttar Pradesh,Jalesar,70,Ramswarup Singh,M,Indian Natioanl Congress (I),N/A,648874,549482,15.3,99392,,,,
2346,1980,Uttar Pradesh,Jalesar,70,Chaudhary Multan Singh,M,Janta Party (Secular),N/A,648874,491002,24.3,157872,,,,
2347,1980,Uttar Pradesh,Etah,71,Deshraj Jatav,M,Independents,N/A,622201,620617,0.3,1584,,,,
2348,1980,Uttar Pradesh,Etah,71,Pitamber,M,All India Forward Block,N/A,622201,620527,0.3,1674,,,,
2349,1980,Uttar Pradesh,Etah,71,Bhagwan,M,Independents,N/A,622201,619008,0.5,3193,,,,
2350,1980,Uttar Pradesh,Etah,71,Nasim Ahmad Khan,M,Independents,N/A,622201,618549,0.6,3652,,,,
2351,1980,Uttar Pradesh,Etah,71,Yagya Dutt,M,Independents,N/A,622201,618427,0.6,3774,,,,
2352,1980,Uttar Pradesh,Etah,71,Ram Gopal,M,Independents,N/A,622201,615952,1,6249,,,,
2353,1980,Uttar Pradesh,Etah,71,Kshetrapal Singh Solanki,M,Indian National Congress (U),N/A,622201,584020,6.1,38181,,,,
2354,1980,Uttar Pradesh,Etah,71,Mohd. Arif,M,Janta Party (Secular),N/A,622201,564578,9.3,57623,,,,
2355,1980,Uttar Pradesh,Etah,71,Mahadipak Singh,M,Janta Party,N/A,622201,539201,13.3,83000,,,,
2356,1980,Uttar Pradesh,Etah,71,Malik Mohd. Mishir A.Khan,M,Indian Natioanl Congress (I),N/A,622201,530861,14.7,91340,,,,
2357,1980,Uttar Pradesh,Firozabad,72,Sita Ram,M,Independents,N/A,678935,678003,0.1,932,,,,
2358,1980,Uttar Pradesh,Firozabad,72,Suresh Babu,M,Independents,N/A,678935,677859,0.2,1076,,,,
2359,1980,Uttar Pradesh,Firozabad,72,Ramesh Chand,M,Independents,N/A,678935,677280,0.2,1655,,,,
2360,1980,Uttar Pradesh,Firozabad,72,Padma,M,Republican Party Of India (Khobragade),N/A,678935,676182,0.4,2753,,,,
2361,1980,Uttar Pradesh,Firozabad,72,Bhagwan Singh Majhwar,M,All India Forward Block,N/A,678935,672239,1,6696,,,,
2362,1980,Uttar Pradesh,Firozabad,72,Ram Charan Bhasker,M,Janta Party (Secular),N/A,678935,661938,2.5,16997,,,,
2363,1980,Uttar Pradesh,Firozabad,72,Ramji Lal Suman,M,Janta Party,N/A,678935,627984,7.5,50951,,,,
2364,1980,Uttar Pradesh,Firozabad,72,Azad Kumar Kardam,M,Indian Natioanl Congress (I),N/A,678935,590813,13,88122,,,,
2365,1980,Uttar Pradesh,Firozabad,72,Rajesh Kumar Singh,M,Independents,N/A,678935,568727,16.2,110208,,,,
2366,1980,Uttar Pradesh,Agra,73,Bhagwati Prasad,M,Independents,N/A,636935,636684,0,251,,,,
2367,1980,Uttar Pradesh,Agra,73,Swami Hari Shanker Krantivir,M,All India Forward Block,N/A,636935,636673,0,262,,,,
2368,1980,Uttar Pradesh,Agra,73,Vijay Kumar Garg,M,Independents,N/A,636935,636665,0,270,,,,
2369,1980,Uttar Pradesh,Agra,73,Soran Singh,M,Independents,N/A,636935,636619,0,316,,,,
2370,1980,Uttar Pradesh,Agra,73,Tikam Singh,M,Independents,N/A,636935,636584,0.1,351,,,,
2371,1980,Uttar Pradesh,Agra,73,Raj Sharma,M,Independents,N/A,636935,636583,0.1,352,,,,
2372,1980,Uttar Pradesh,Agra,73,Tara Chand,M,Independents,N/A,636935,636581,0.1,354,,,,
